SITC Revision 2 Product Code,SITC Revision 2 Product Description,BEC Product Code,BEC Product Description
28792,Tungsten (or wolfram) ores and concentrates,21,Primary
28793,"Ores & concentr.of molybdenum,niobium,tantalum etc",21,Primary
28799,"Other base metal ores and concentrates,n.e.s.",21,Primary
2881,"Ash & residues,contain.metals/metallic compounds",21,Primary
28821,Copper waste and scrap,21,Primary
28822,Nickel waste and scrap,21,Primary
28823,Aluminium waste and scrap,21,Primary
28824,Lead waste and scrap,21,Primary
28825,Zinc waste and scrap (other than dust),21,Primary
28826,Tin waste and scrap,21,Primary
28901,Ores and concentrates of precious metals,21,Primary
28902,"Gold-silversmiths and jewellers sweepings,ex.gold",21,Primary
29111,"Bones (incl.of whales,seals etc)unworked,defatted",21,Primary
29115,"Coral & similar substances,unworked/simply prepar.",21,Primary
29116,"Ivory,tortoise-shell,horns,antlers,hooves, etc.",21,Primary
29191,"Human hair,unworked,wheter or not washed/scoured",21,Primary
29192,"Pigs,hogs,and boars bristels or hair;waste",21,Primary
29193,"Guts,bladders and stomachs of animals (no fish)",21,Primary
29194,Fish waste,21,Primary
29196,"Skins and other parts of birds,with their feathers",21,Primary
29197,Natural sponges,21,Primary
29198,"Ambergris,castoreum etc;for pharmaceutic.products",21,Primary
29199,Animal prod.nes;dead ani.unfit for human consumpt.,21,Primary
2922,"Shellac,seed lac,stick lac,resins,gum-resins,etc.",21,Primary
2923,Veget.mater.of a kind used primar.for plaiting,21,Primary
2924,"Plants,seeds,fruit used in perfumery,pharmacy",21,Primary
2925,"Seeds,fruit & spores,nes,of a kind used for sowing",21,Primary
29261,"Bulbs,tubers,tuberous roots,corms,crowns in growth",21,Primary
29269,"Other live plants (includ.trees,shrubs,bushes etc)",21,Primary
29291,Vegetable saps and extracts; pectic substances,21,Primary
29292,"Veget.materials,whether or not put up on a layer",21,Primary
29293,Veg.materials of a kind used in brushes or brooms,21,Primary
29298,Vegetable materials and vegetable products n.e.s.,21,Primary
3224,"Peat,whether/not compres.into bales not agglomera.",21,Primary
43133,Residues resulting from treatment fatty substances,21,Primary
63491,Hoopwood;split poles;pickets and stakes of wood,21,Primary
6671,"Pearls,unworked/worked,not mounted,set or strung",21,Primary
66721,"Diamonds,rough,unsorted",21,Primary
66722,"Diamonds,sorted,rough/simply sawn,cleaved/bruted",21,Primary
68914,Magnesium waste and scrap,21,Primary
7933,"Ships,boats and other vessels for breaking up",21,Primary
97103,"Goldsmiths ,sweepings,residues,lemels etc.",21,Primary
08131,Oil-cake of soya beans,22,Processed
08132,Oil-cake of groundnuts,22,Processed
08133,Oil-cake of cotton seeds,22,Processed
08134,Oil-cake of linseed,22,Processed
08135,Oil-cake of sunflower seeds,22,Processed
08136,Oil-cake of rape or colza seeds,22,Processed
08137,Oil-cake of coconut (copra),22,Processed
08138,Oil-cake of palm nuts and kernels,22,Processed
08139,Oil-cake of other oil seeds and oleaginous fruits,22,Processed
08141,"Flours & meals of meat/offals,unfit for human food",22,Processed
08142,"Flours & meals of fish,unfit for human consumption",22,Processed
08199,Sweetened forage; other preptns.for animal feeding,22,Processed
23311,"Polybutadiene-styrene latex,whether/not prevulcan.",22,Processed
23312,"Other synth.rubb.latex,whether/not prevulcanized",22,Processed
23313,Polybutadiene rubber (br),22,Processed
23314,Polychlorobutaidene rubber (cr),22,Processed
23315,Polybutadiene-styrene rubber (sbr),22,Processed
23316,Butyl rubber (iir),22,Processed
23319,Other synthetic rubbers;factice derived from oils,22,Processed
24402,"Cork,natural,in blocks,plates,sheets or strips",22,Processed
2481,Railway or tramway sleepers (ties)of wood,22,Processed
24821,"Wood of conifer.spec.sawn lengthwise,sliced/peeled",22,Processed
24822,"Wood of conifer.spec.,planed,tongued,grooved,etc.",22,Processed
24831,"Wood of non-conif.spec.sawn lengthwise,slic./peel.",22,Processed
24832,"Wood of non-conif.spec.planed,tongued,grooved,etc.",22,Processed
2512,Mechanical wood pulp,22,Processed
2516,"Chemical wood pulp,dissolving grades",22,Processed
25171,"Chemical wood pulp,unbleached",22,Processed
25172,"Chemical wood pulp,bleached or semi-bleached",22,Processed
25181,"Chemical wood pulp,unbleached",22,Processed
25182,"Chemical wood pulp,bleached or semi-bleached",22,Processed
25191,Semi-chemical wood pulp,22,Processed
25192,"Pulp,other than wood pulp",22,Processed
2613,Raw silk (not thrown),22,Processed
2634,"Cotton,carded or combed",22,Processed
26512,"Flax,broken,scutched,hackled but not spun",22,Processed
26651,Synthetic fibres polyamide,22,Processed
26652,Synthetic fibres polyester,22,Processed
26653,Synthetic fibres acrylic,22,Processed
26659,"Synthetic fibres other than polyamide,polyest. etc",22,Processed
26661,Continuous filament of polyamide fibres,22,Processed
26662,Continuous filament of polyester fibres,22,Processed
26663,Continuous filament of acrylic fibres,22,Processed
26669,Continuous filament of other synthetic fibres,22,Processed
26671,Synthetic fibres polyamide,22,Processed
26673,Synthetic fibres acrylic,22,Processed
26679,"Synthetic fibres other than polyamide,polyest. etc",22,Processed
26711,"Regenerated fibres (discontinuous),not carded etc.",22,Processed
26712,Continuous filament tow for the manuf.of reg.fib.,22,Processed
26713,"Regenerat.fibr.(discontin./waste)carded,combed etc",22,Processed
2687,"Sheep's/lamb's wool/other aimal hair,carded/combed",22,Processed
27324,Calcined gypsum and plasters with calcium sulphate,22,Processed
28712,Copper matte;cement copper (precipitated copper),22,Processed
28722,"Nickel mattes,sinters & other intermediat.products",22,Processed
28732,Alumina (aluminium oxide),22,Processed
33511,Petroleum jelly (petrolatum),22,Processed
33512,"Paraffin wax,micro-crystalline wax,slack wax,etc.",22,Processed
33521,"Tar distilled from coal,from lignite or from peat",22,Processed
33522,Benzole,22,Processed
33523,Toluole,22,Processed
33524,Xylole,22,Processed
33525,"Oils and other products,n.e.s.of dist.of coal tar",22,Processed
33531,Pitch obtain.from coal tar/from other mineral tars,22,Processed
33532,Pitch coke,22,Processed
33541,Petroleum bitumen & other residues of petrol.oils,22,Processed
33542,Petroleum coke,22,Processed
33543,Bituminous mixtures based on natural asphalt,22,Processed
41111,Fish liver oil,22,Processed
41132,"Fats of bovine cattle,sheep or goats,premier jus",22,Processed
41133,"Lard stearin,oleostearin & tallow stearin;lard oil",22,Processed
41134,Wool grease and fatty substances derived therefrom,22,Processed
41139,"Animal oils & fats,nes:oil & fats from bones/waste",22,Processed
4241,Linseed oil,22,Processed
4245,Castor oil,22,Processed
4249,"Fixed vegetable oils,n.e.s",22,Processed
4311,"Oils,animal & vegetable,boiled,oxidized, etc.",22,Processed
43131,Fatty acids;acid oils from refining,22,Processed
43143,"Vegetable waxes,whether or not coloured",22,Processed
43144,"Spermaceti,crude pressed or refined",22,Processed
51111,Ethylene,22,Processed
51112,Propylene,22,Processed
51113,"Butylenes,butadienes and methylbutadienes",22,Processed
51119,Other acyclic hydrocarbons,22,Processed
51121,Cyclohexane,22,Processed
51122,"Benzene,chemically or commercially pure",22,Processed
51123,"Toluene,chemically or commercially pure",22,Processed
51124,"Xylenes,chemically or commercially pure",22,Processed
51125,Styrene,22,Processed
51126,Ethylbenzene,22,Processed
51129,Other cyclic hydrocarbons,22,Processed
51131,Vinyl chloride (chloroethylene),22,Processed
51132,Trichloroethylene,22,Processed
51133,Tetrachloroethylene,22,Processed
51139,Other halogenated derivatives of hydrocarbons,22,Processed
5114,Sulphon.nitrat./nitrosat.derivativ.of hydrocarbons,22,Processed
51211,Methyl alcohol (methanol),22,Processed
51212,Propyl and isopropyl alcohols (propanols),22,Processed
51213,Butyl alcohols (butanols),22,Processed
51214,Octyl alcohols (octanols),22,Processed
51215,Ethylene glycol (ethanediol),22,Processed
51216,Ethyl alcohol (ethanol)or neutral spirits,22,Processed
51217,Fatty alcohols,22,Processed
51218,Glycerol (glycerin) and glycerol lyes,22,Processed
51219,Other acyclic alcohols & halogenated derivatives,22,Processed
5122,Cyclic.alcohols & their halogenated derivatives,22,Processed
51234,"Phenol(hydroxybenzene),chemically pure,& its salts",22,Processed
51235,"Cresols,n.e.s,and their salts",22,Processed
51236,Other phenols and phenol-alcohols,22,Processed
51237,"Halogenated,sulphonated,etc.derivatives of phenol",22,Processed
51371,Acetic acid and its salts,22,Processed
51372,Esters of acetic acid,22,Processed
51373,Methacrylic acid and its salts and esters,22,Processed
51379,"Other monocarboxylic acids,& anhydrides,etc.",22,Processed
51381,Maleic anhydride,22,Processed
51382,Phthalic anhydride,22,Processed
51383,Dioctyl orthophthalates,22,Processed
51384,Esters of terephthalic acid,22,Processed
51389,"Polycarboxylic acids and anhydrides,halides,etc.",22,Processed
5139,"Carboxylic acids with alcohol,phenol etc.function",22,Processed
5145,Amine-function compounds,22,Processed
5146,Single or complex oxygen-function amino-compounds,22,Processed
5147,Carboxyamide-function compounds;& other compounds,22,Processed
51481,"Quaternary ammonium salts and hydroxides,lecithin",22,Processed
51482,Carboxyimide-function compounds etc.,22,Processed
51483,Acrylonitrile,22,Processed
51484,Other nitrile-function compounds,22,Processed
51485,"Diazo-,azo-,and azoxy-compounds",22,Processed
51486,Organic derivatives of hydrazine/of hydroxylamine,22,Processed
51489,Compounds with other nitrogen functions,22,Processed
5154,Organo-sulphur compounds,22,Processed
51551,Organo-mercury compounds,22,Processed
51559,"Organo-inorganic compounds,n.e.s.",22,Processed
51561,Lactams,22,Processed
51569,Other heterocyclic compounds;nucleic acids,22,Processed
51571,Sulphonamides,22,Processed
51572,Sultones and sultams,22,Processed
51611,"Ethers,ether-alcohols,ether-phenols etc.",22,Processed
51612,"Acetals,hemiacetals & single/complex oxygen-funct.",22,Processed
51613,Ethylene oxide (oxirane),22,Processed
51614,Propylene oxide,22,Processed
51619,"Other epoxides,epoxyalcohols,epoxyphenols,etc.",22,Processed
51621,"Aldehydes,aldehyde-alcohols,aldehyde-phenols,etc",22,Processed
51622,"Halogenated,sulphonat.nitrat./nitrosat.derivatives",22,Processed
51623,Acetone,22,Processed
51624,Ethyl methyl ketone,22,Processed
51629,"Other ketones,ketone-alcohols,ketone-phenols,etc.",22,Processed
51631,"Phosphoric esters,their salts,& their derivatives",22,Processed
51639,"Other inorganic esters,their salts & derivatives",22,Processed
51691,Enzymes,22,Processed
51692,"Sugars,chemically pure(other than sucrose,glucose)",22,Processed
51699,Other organic compounds,22,Processed
52211,"Oxygen,nitrogen,hydrogen and rare gases",22,Processed
52212,"Selenium,tellurium,phosphorus,arsenic,silicon,etc.",22,Processed
52213,Chlorine,22,Processed
52214,"Fluorine,bromine and iodine",22,Processed
52215,"Sulphur,sublimed or precipitated;colloidal sulphur",22,Processed
52216,Mercury,22,Processed
52217,Alkali and alkaline-earth metals;rare earth metals,22,Processed
52218,"Carbon (including carbon black),n.e.s.",22,Processed
52221,Hydrochloric acid and chlorosulphuric acid,22,Processed
52222,Sulphuric acid; oleum,22,Processed
52223,Nitric acid;sulphonitric acids,22,Processed
52224,"Phosphorus pentoxide and phosp.acids,meta/ortho/p.",22,Processed
52225,Boric oxide and boric acid,22,Processed
52229,Other inorganic acids & oxygen comp.of non-metals,22,Processed
52231,"Halides,oxyhalides & oth.halog.comp.of non-metals",22,Processed
52232,Sulphides of non-metals;phosphorus trisulphide,22,Processed
52241,Zinc oxide and zinc peroxide,22,Processed
52242,Chromium oxides and hydroxides,22,Processed
52243,Manganese oxides,22,Processed
52244,"Iron oxides & hydroxides,of >70% of fe2o3",22,Processed
52245,Cobalt oxides and hydroxides,22,Processed
52246,Titanium oxides,22,Processed
52247,Lead oxides;red lead and orange lead,22,Processed
52251,"Ammonia,anhydrous,or in aqueous solution",22,Processed
52252,"Sodium hydroxide (caustic soda),solid",22,Processed
52253,Sodium hydroxide in aqueous solution,22,Processed
52254,Potassium hydroxide;peroxides of sodium/potassium,22,Processed
52255,"Oxid.hydrox.& perox.of strontium,barium/magnesium",22,Processed
52256,Aluminium hydroxide,22,Processed
52257,Artificial corundum,22,Processed
52259,Hydrazine & hydroxylamine & their inorganic salts,22,Processed
52311,"Fluorides;fluorosilicates,fluoroborates and salts",22,Processed
52312,Chlorides and oxychlorides,22,Processed
52313,Chlorites and hypochlorites,22,Processed
52314,Chlorates and perchlorates,22,Processed
52315,Sulphides;polysulphides,22,Processed
52316,Dithionites;sulphoxylates,22,Processed
52317,Sulphites and thiosulphates,22,Processed
52318,"Sodium sulphate,sod.hydrog.sulph.& sod.pyrosulpha.",22,Processed
52319,Other sulphates(including alums)and persulphates,22,Processed
52321,Nitrites and nitrates,22,Processed
52322,"Phosphites,hypophosphites and phosphates",22,Processed
52323,Neutral sodium carbonate,22,Processed
52324,Carbonates and percarbonates,22,Processed
52325,Cyanides and complex cyanides,22,Processed
52326,"Fulminates,cyanates and thiocyanates",22,Processed
52327,Silicates;commercial sodium & potassium silicates,22,Processed
52328,Borates and perborates,22,Processed
52329,"Salts & peroxysalts of inorganic acids,n.e.s.",22,Processed
52331,"Salts of metallic acids (e.g.,chromates etc.",22,Processed
52332,Colloidal precious metals;amalgams of prec.metals,22,Processed
52391,"Hydrogen peroxide,(incl.solid hydrogen peroxide)",22,Processed
52392,Phosphides,22,Processed
52393,Calcium carbide,22,Processed
52394,"Carbides,other than calcium carbide",22,Processed
52395,"Hydrides,nitrides and azides,silicides and borides",22,Processed
52399,"Other inorganic compounds,n.e.s.(liquid/comp.air)",22,Processed
5241,Fissile chemical elements and isotopes,22,Processed
52491,"Isotopes and their coumpounds,inorganic or organic",22,Processed
52492,"Compounds,inorganic/organic,of thorium,of uranium",22,Processed
5311,Synthetic organic dyestuffs,22,Processed
53121,"Synth.organ.products used as luminophores,indigo",22,Processed
53122,Colour lakes,22,Processed
53221,Tanning extracts of vegetable origin;tannins,22,Processed
53222,Colouring matter of veget.origin/of animal origin,22,Processed
5323,"Synth.org.tanning substances,& inorg.tanning subst",22,Processed
5331,"Other colouring matter,inorganic products",22,Processed
5332,Printing ink,22,Processed
53341,Water-thinned paints,22,Processed
53342,Other paints & enamels;varnishes & lacquers;n.e.s.,22,Processed
53343,Pigments in paint or enamel media,22,Processed
53344,Distempers;prepared water pigments;stamping foils,22,Processed
53351,"Prepared pigments,prepar.opacifiers & prep.colours",22,Processed
53353,Prepared driers,22,Processed
53354,Glaziers'putty;grafting putty;painters'fillings,22,Processed
5411,"Provitamins & vitamins,narural/reprod.by synthesis",22,Processed
54131,"Penicillins,their derivatives,not incl.in 541.7",22,Processed
54132,"Streptomycins,their derivatives,not incl.in 541.7",22,Processed
54133,"Tetracyclines,their derivatives,not incl.in 541.7",22,Processed
54139,"Other antibiotics n.e.s.,not incl. in 541.7",22,Processed
5414,"Vegetab.alkaloids,natural/reproduced by synthesis",22,Processed
54151,"Insulin n.e.s.,not incl. in 541.7",22,Processed
54152,"Pituitary (anterior) and similar hormones,no 541.7",22,Processed
54153,"Adrenal cortical hormones n.e.s., no 541.7",22,Processed
54159,"Other hormones,hormon.derivatives & other steroids",22,Processed
54161,"Glycosid.,natur./reprod.by synthesis,& their salts",22,Processed
54162,"Organo-therapeutic glands or other organs,dried",22,Processed
54164,Antisera and microbial vaccines,22,Processed
54165,"Toxins,microbial cultures and similar products",22,Processed
54199,Other pharmaceutical goods,22,Processed
5513,"Essential oils,concretes & absolutes;resinoids",22,Processed
5514,Mixtures of two or more odoriferous substances,22,Processed
56211,Ammonium nitrate,22,Processed
56212,Ammonium sulphonitrate,22,Processed
56213,Ammonium sulphate,22,Processed
56214,Calcium nitrate:not more than 16% wt.of nitrogen,22,Processed
56215,Calcium cyanamide:not more than 25% wt.of nitrogen,22,Processed
56216,Urea,22,Processed
56219,"Mineral or chemical fertilizers,nitrogenous,n.e.s.",22,Processed
56221,Basic slag (thomas slag),22,Processed
56222,Superphosphates,22,Processed
56229,"Mineral or chemical fertilizers,phosphatic,n.e.s.",22,Processed
56231,Potassium chloride,22,Processed
56232,Potassium sulphate ;not more than 52% by wt.of k20,22,Processed
56239,"Mineral or chemical fertilizers,potassic,n.e.s.",22,Processed
56291,"Fertiliz.nes.contain.:nitrog.,phosphorus,potassium",22,Processed
56292,"Fertilizers,n.e.s.containing:nitrogen & phosphorus",22,Processed
56293,"Fertilizers,n.e.s.containing:nitrogen & potassium",22,Processed
56299,"Other fertilizers,n.e.s.;in tablets,lozenges etc.",22,Processed
57211,Propellent powders,22,Processed
57212,Prepared explosives(other than propellent powders),22,Processed
5722,"Safety fuses,detonating fus.;percussion & det.caps",22,Processed
5723,"Pyrotechnic articles:(firework,railway fog etc.)",22,Processed
58211,Phenoplasts in primary forms,22,Processed
58212,"Phenoplasts in the form of plates,sheets,film,foil",22,Processed
58219,Phenoplasts in other forms (incl.waste and scrap),22,Processed
58221,Aminoplasts in primary forms,22,Processed
58222,"Aminoplasts in the form of plates,sheets,film,foil",22,Processed
58229,Aminoplasts in other forms (includ.waste & scrap),22,Processed
58231,Alkyds in primary forms,22,Processed
58232,"Alkyds in the form of plates,sheets,film,foil etc.",22,Processed
58239,Alkyds in other forms (including waste and scrap),22,Processed
58241,Polyamides in primary forms,22,Processed
58242,"Polyamides in the form of plates,sheets,film,foil",22,Processed
58249,Polyamides in other forms (includ.waste and scrap),22,Processed
58251,Polyurethanes in primary forms,22,Processed
58259,Polyurethanes in other forms (incl.waste & scrap,22,Processed
58261,Epoxide resins in primary forms,22,Processed
58269,Epoxide resins in other forms (incl.waste & scrap),22,Processed
5827,Silicones,22,Processed
5828,"Ion exchangers of condensation,polycondensat.etc.",22,Processed
5829,"Other condensation,polycondensation/polyadd.produ.",22,Processed
58311,Polyethylene in primary forms,22,Processed
58312,"Polyethylene in the form of monofil,seamless tubes",22,Processed
58313,"Polyethylene in the form of plates,sheets,film,etc",22,Processed
58319,Polyethylene in the form of waste and scrap,22,Processed
58321,Polypropylene in primary forms,22,Processed
58322,"Polypropylene in the form of plates,sheets,film",22,Processed
58329,Polypropylene in other forms (incl.waste & scrap),22,Processed
58331,Polystyrene in primary forms,22,Processed
58332,"Polystyrene in the form of monofil,seamless tubes",22,Processed
58333,"Polystyrene in the form of plates,sheets,film,foil",22,Processed
58339,Polystyrene in the form of waste and scrap,22,Processed
58341,Polyvinyl chloride in primary forms,22,Processed
58342,"Polyvinyl chlor.in the form of monofil,sticks",22,Processed
58343,"Polyvinyl chlor.in the form of plates.sheets,strip",22,Processed
58349,Polyvinyl chloride in the form of waste and scrap,22,Processed
58351,"Copo.of vinyl chloride & vinyl acet.,in prim.forms",22,Processed
58352,"Copo.of vinyl chloride & vinyl acet.,in monofil",22,Processed
58353,"Copo.of vinyl chloride & vinyl acet.,in plates",22,Processed
58359,"Copo.of vinyl chloride & vinyl acet.,waste/scrap",22,Processed
58361,"Acrylic polymers,etc.in primary forms",22,Processed
58362,"Acryl.poly.etc.in the form of plates,sheets,strip",22,Processed
58369,Acryl.poly.etc.in other forms (incl.waste & scrap),22,Processed
5837,Polyvinyl acetate,22,Processed
5838,Ion exchangers of polymerization/copolymeriz.type,22,Processed
5839,Other polymerization and copolimerization products,22,Processed
5841,Regenerated cellulose,22,Processed
58421,Cellulose nitrates non-plasticized,22,Processed
58422,Cellulose nitrates plasticized,22,Processed
58431,Cellulose acetates non plasticized,22,Processed
58432,Cellulose acetates plasticized,22,Processed
58491,"Other chemical derivativ.of cellulose,non-plastic.",22,Processed
58492,"Other chemical derivativ.of cellulose,plasticized",22,Processed
58493,Vulcanized fibre,22,Processed
5851,Natural resins modified by fusion;artific.resins,22,Processed
58521,Hardened proteins (hardened casein & hard.gelatin),22,Processed
58522,"Alginic acid,its salts and esters",22,Processed
58529,"Other high polymers,artificial resins etc.",22,Processed
5911,Insecticides packed for sale etc.,22,Processed
5912,Fungicides packed for sale etc.,22,Processed
5913,Weed killers (herbicides)packed for sale etc.,22,Processed
59141,Disinfectants packed for sale etc.,22,Processed
59149,Anti-sprout.prod.rat poisons etc.packed for sale,22,Processed
59211,Starches;inulin,22,Processed
59221,"Casein,caseinates and other casein derivatives",22,Processed
59222,"Albumins,albuminates and other albumin derivatives",22,Processed
59223,Gelatin & gelat.derivatives;glues deriv.from bones,22,Processed
59224,Peptones & other protein substanc.& their derivat.,22,Processed
59225,Dextrins & dextrin glues;soluble/roasted starches,22,Processed
59229,"Prepared glues,n.e.s.",22,Processed
59811,Tall oil,22,Processed
59812,Concentrated sulphite lye,22,Processed
59813,Spirits of turpentine and other terpenic solvents,22,Processed
59814,"Rosin and resin acids,and derivatives thereof",22,Processed
59819,Wood tar ; wood tar oils,22,Processed
5982,"Anti-knock preparations,oxidation inhibitors etc.",22,Processed
59831,Artificial waxes (including water-soluble waxes),22,Processed
59832,Artificial graphite ;colloidal graphite,22,Processed
59833,Prepared rubber accelerators,22,Processed
59891,"Prepared glazings,prepared dressings,prep.mordants",22,Processed
59892,Activated carbon;activat.natural mineral products,22,Processed
59893,Prep.culture media for developm.of micro-organisms,22,Processed
59894,Preparations and charges for fire extinguishers,22,Processed
59895,Modelling pastes(inc.those for children's amusent),22,Processed
59896,Pickling preparations for metal surfaces,22,Processed
59897,Composite solvents and thinners for varhishes etc.,22,Processed
59898,Compound catalysts,22,Processed
59899,"Other chemical products and preparations,n.e.s",22,Processed
6112,"Composition leather fibre,in slabs etc.,sheets,etc",22,Processed
6113,Calf leather,22,Processed
6114,Leather of other bovine cattle and equine leather,22,Processed
6115,Sheep and lamb skin leather,22,Processed
61161,Goat and kid skin leather,22,Processed
61169,"Leather,n.e.s.",22,Processed
61181,Chamois-dressed leather,22,Processed
61183,Patent leather and imitation patent leather,22,Processed
6123,Parts of footwear,22,Processed
6130,"Furskins,tanned/dressed,pieces/cuttings of furskin",22,Processed
62101,"Plates,sheets and strip,n.e.s.,of rubber",22,Processed
62102,Unvulcanized natural or synthetic rubber,22,Processed
62103,Vulcanized rubber thread and cord,22,Processed
62104,"Plates,sheets,strip,rods & profile shapes,of rubb.",22,Processed
62105,"Piping and tubing,of unhardened vulcanized rubber",22,Processed
62106,"Hardened rubber,in bulk,plates,sheets,strip, etc.",22,Processed
6281,Hygienic and pharmaceutical articles of rubber,22,Processed
62899,"Articles of hardened rubber,n.e.s.",22,Processed
63301,Articles of natural cork,22,Processed
63302,Agglomerated cork & articles of agglomerated cork,22,Processed
6341,"Wood sawn lengthwise,sliced/peeled,but not prepar.",22,Processed
6342,Plywood consisting of sheets of wood,22,Processed
63431,"Improved wood,in sheets,blocks or the like",22,Processed
63432,"Reconstituted wood in sheets,blocks or the like",22,Processed
63441,"Blockboard,laminboard,& simil.laminated wood prod.",22,Processed
63442,Inlaid wood and wood marquetry,22,Processed
63443,Cellular wood panels,22,Processed
63492,Wooden beadings and mouldings,22,Processed
63493,Wood wool and wood flour,22,Processed
6351,"Wooden packing cases,boxes,crates,drums etc.",22,Processed
6352,"Casks,barrels,vats,tubs,buckets & oth.coopers'prod",22,Processed
6353,Builders' carpentry and joinery,22,Processed
63591,"Wooden tools,tool bodies,tool handles,etc.of wood",22,Processed
63592,"Spools,sewing thread reels & like,of turned wood",22,Processed
63599,"Other articles of wood,n.e.s.",22,Processed
6411,Newsprint,22,Processed
64121,Printing & writing paper uncoated,22,Processed
64122,"Printing & writing paper coated,impregnated etc.",22,Processed
64131,"Kraft liner,in rolls or sheets",22,Processed
64132,"Sack kraft paper,in rolls or sheets",22,Processed
64139,"Kraft paper & paperboard,in rolls or sheets,n.e.s.",22,Processed
64151,"Semi-chemical fluting paper,in rolls or sheets",22,Processed
64152,"Sulphite wrapping paper,in rolls or sheets",22,Processed
64153,Parchment or greaseproof paper and paperboard,22,Processed
64159,"Other paper and paperboard,in rolls or sheets,nes.",22,Processed
64161,Building board compressed (hardboard),22,Processed
64162,Building board non compressed (insulating board),22,Processed
64171,"Kraft paper,creped/crinkled,whether/not perforated",22,Processed
64172,"Paper,creped/crinkled,for household or toilet use",22,Processed
64173,"Other creped/crinkl.paper,wheth./not embos./perfo.",22,Processed
64174,"Paper & paperboard,corrugated,embossed/perforated",22,Processed
64181,Paper & paperbd.coat./impregnat.with artifi.resins,22,Processed
64182,"Paper & paperbd.tarred,bituminiz./asphalt.in rolls",22,Processed
64189,"Paper & paperbd.impregnat.,coat.,surface-coloured",22,Processed
64192,"Composite paper & paperbd.,not surface-coated etc.",22,Processed
64196,"Filter blocks,slabs and plates,of paper pulp",22,Processed
64197,Wallpaper & lincrusta;window transparencies paper,22,Processed
6421,"Boxes,bags & oth.packing containers,of paper/papbd",22,Processed
6423,"Registers,exercise books,note books,etc.",22,Processed
64241,"Cigarette paper,cut to size",22,Processed
64242,Carbon and other copying papers & transfer papers,22,Processed
64244,Gummed or adhesive paper in strips or rolls,22,Processed
64249,"Other paper & paperboard,cut to size or shape,nes.",22,Processed
64281,"Bobbins,spools & similar supports of paper pulp",22,Processed
64282,Cards for punched card machin.wheth./not in strips,22,Processed
64289,"Other articles of paper pulp,paper,paperboard nes.",22,Processed
65111,"Silk yarn,not put up for retail sale",22,Processed
65116,"Yarn spun from noil/waste silk,not put up for sale",22,Processed
65121,Wool tops,22,Processed
65122,Yarn contain.85% wgt of carded wool not for sale,22,Processed
65123,"Yarn contain.85% wgt of combed,wool not for sale",22,Processed
65124,Yarn of fine anim.hair not put up for retail sale,22,Processed
65125,Yarn of horsehair/coarse anim.hair not for sale,22,Processed
65127,Card.wool contain.less than 85% wgt.not for sale,22,Processed
65128,Comb.wool contain.less than 85% wgt.not for sale,22,Processed
65131,Cotton yarn measur.14000m.p.kg.not for retail sale,22,Processed
65132,"Cotton yarn,>14000 but <40000m per kg.",22,Processed
65133,"Cotton yarn,>40000 but <80000m per kg.",22,Processed
65134,Cotton yarn measur.80000m or more p.kg not f.sale,22,Processed
65141,"Yarn textured of continuous polyamide fibres,n.e.s",22,Processed
65142,"Yarn non-textured of contin.polyamide fibres,n.e.s",22,Processed
65143,Other non-textured yarn of contin.polyamide fibres,22,Processed
65144,"Yarn textured,of continuous polyester fibres,n.e.s",22,Processed
65145,"Yarn non-textured of contin.polyester fibres,n.e.s",22,Processed
65146,Ohter non-textured yarn of contin.polyester fibres,22,Processed
65147,Yarn of other continuous synth.fibres not for sale,22,Processed
65148,Yarn contain.85% by wgt of discontin.synth.fibres,22,Processed
65149,"Monofil,strip & imitatn.catgut,synth.fib.materials",22,Processed
65166,"Yarn mixed mainly or solely with cotton,not f.sale",22,Processed
65167,Yarn mixed mainly/solely with wool/fine anim.hair,22,Processed
65168,"Yarn mixed with fibres other than cotton,wool etc.",22,Processed
65171,"Yarn of continuous viscose rayon,not for ret.sale",22,Processed
65172,Yarn of any continuous acetate fibres not for sale,22,Processed
65173,Yarn of oth.continuous regenerated textiles fibres,22,Processed
65174,Yarn contain.85% by wgt.discontin.regenerat.fibres,22,Processed
65175,"Yarn of discont.<85% regen.fibres,mixed w.cotton",22,Processed
65176,"Yarn of discont.<85% regen.fibres,mixed w.wool",22,Processed
65177,"Yarn mixed with fibres other than cotton,wool,etc.",22,Processed
65178,Monofil & imitatn.catgut of regener.fibr.materials,22,Processed
65191,"Metallized yarn,being textile yarn spun with metal",22,Processed
65195,"Yarn,slivers and rovings of glass fibre",22,Processed
65196,"Flax or ramie yarn,not put up for retail sale",22,Processed
65198,Yarn of jute or of other textile bast fibres,22,Processed
65199,"Yarn of other vegetable textile fibres,n.e.s.",22,Processed
65211,"Cotton gauze,unbleached,not mercerized",22,Processed
65212,"Terry towelling & similar,of cotton,unbleached etc",22,Processed
65214,"Other woven fabrics contain.85% of cotton,unbleach",22,Processed
65215,Oth.woven fabrics contain.less than 85% of cotton,22,Processed
65221,"Cotton gauze,bleached,mercerized,dyed,printed etc",22,Processed
65222,"Terry towelling & similar,of cotton bleached etc.",22,Processed
65223,"Pile fabrics and chenille fabrics,woven,of cotton",22,Processed
65224,Oth.woven fabrics cont.85% of cotton bleached etc.,22,Processed
65225,Oth.woven fabrics cont.less than 85% of cot.bleach,22,Processed
