HS 2002 Product Code,HS 2002 Product Description,CPC Product Code,CPC Product Description
290344,Dichlorotetrafluoroethanes and chloropentafluoroethane,3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290345,Other derivatives perhalogenated only with fluorine and chlorine,3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290346,"Bromochlorodifluoromethane, bromotrifluoromethane and dibromotetrafluoroethanes",3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290347,Other perhalogenated derivatives,3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290349,Other,3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290351,"1,2,3,4,5,6Hexachlorocyclohexane",3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290359,Other,3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290361,"Chlorobenzene, odichlorobenzene and pdichlorobenzene",3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290362,"Hexachlorobenzene and DDT (1,1,1trichloro2,2bis(pchlorophenyl)ethane)",3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290369,Other,3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290410,"Derivatives containing only sulpho groups, their salts and ethyl esters",3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290420,Derivatives containing only nitro or only nitroso groups,3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290490,Other,3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290511,Methanol (methyl alcohol),3413,"Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated,"
290512,Propan-1-ol (propyl alcohol) and propan-2-ol (isopropyl alcohol),3413,"Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated,"
290513,Butan-1-ol (n-butyl alcohol),3413,"Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated,"
290514,Other butanols,3413,"Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated,"
290515,Pentanol (amyl alcohol) and isomers thereof,3413,"Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated,"
290516,Octanol (octyl alcohol) and isomers thereof,3413,"Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated,"
290517,"Dodecan-1-ol (lauryl alcohol), hexadecan-1-ol (cetyl alcohol) and octadecan-1-ol (stearyl alcohol)",3413,"Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated,"
290519,Other,3413,"Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated,"
290522,Acyclic terpene alcohols,3413,"Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated,"
290529,Other,3413,"Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated,"
290531,Ethylene glycol (ethanediol),3413,"Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated,"
290532,"Propylene glycol (propane-1,2-diol)",3413,"Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated,"
290539,Other,3413,"Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated,"
290541,"2-Ethyl-2-(hydroxymethyl)propane-1,3-diol (trimethylolpropane)",3413,"Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated,"
290542,Pentaerythritol,3413,"Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated,"
290543,Mannitol,3413,"Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated,"
290544,D-glucitol (sorbitol),3413,"Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated,"
290545,Glycerol,3457,Glycerol
290549,Other,3413,"Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated,"
290551,Ethchlorvynol (INN),3413,"Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated,"
290559,Other,3413,"Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated,"
290611,Menthol,3413,"Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated,"
290612,"Cyclohexanol, methylcyclohexanols and dimethylcyclohexanols",3413,"Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated,"
290613,Sterols and inositols,3413,"Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated,"
290614,Terpineols,3413,"Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated,"
290619,Other,3413,"Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated,"
290621,Benzyl alcohol,3413,"Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated,"
290629,Other,3413,"Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated,"
290711,Phenol (hydroxybenzene) and its salts,3413,"Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated,"
290712,Cresols and their salts,3413,"Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated,"
290713,"Octylphenol, nonylphenol and their isomers; salts thereof",3413,"Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated,"
290714,Xylenols and their salts,3413,"Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated,"
290715,Naphthols and their salts,3413,"Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated,"
290719,Other,3413,"Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated,"
290721,Resorcinol and its salts,3413,"Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated,"
290722,Hydroquinone (quinol) and its salts,3413,"Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated,"
290723,"4,4'-Isopropylidenediphenol (bisphenol A, diphenylolpropane) and its salts",3413,"Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated,"
290729,Other,3413,"Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated,"
290810,Derivatives containing only halogen substituents and their salts,3413,"Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated,"
290820,"Derivatives containing only sulpho groups, their salts and esters",3413,"Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated,"
290890,Other,3413,"Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated,"
290911,Diethyl ether,3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
290919,Other,3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
290920,"Cyclanic, cyclenic or cycloterpenic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives",3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
290930,"Aromatic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives",3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
290941,"2,2'-Oxydiethanol (diethylene glycol, digol)",3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
290942,Monomethyl ethers of ethylene glycol or of diethylene glycol,3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
290943,Monobutyl ethers of ethylene glycol or of diethylene glycol,3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
290944,Other monoalkylethers of ethylene glycol or of diethylene glycol,3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
290949,Other,3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
290950,"Ether-phenols, ether-alcohol-phenols and their halogenated, sulphonated, nitrated or nitrosated derivatives",3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
290960,"Alcohol peroxides, ether peroxides, ketone peroxides and their halogenated, sulphonated, nitrated or nitrosated derivatives",3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291010,Oxirane (ethylene oxide),3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291020,Methyloxirane (propylene oxide),3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291030,"1-Chloro-2,3-epoxypropane (epichlorohydrin)",3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291090,Other,3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291100,"Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives.",3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291211,Methanal (formaldehyde),3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291212,Ethanal (acetaldehyde),3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291213,"Butanal (butyraldehyde, normal isomer)",3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291219,Other,3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291221,Benzaldehyde,3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291229,Other,3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291230,Aldehyde-alcohols,3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291241,Vanillin (4hydroxy3methoxybenzaldehyde),3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291242,Ethylvanillin (3ethoxy4hydroxybenzaldehyde),3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291249,Other,3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291250,Cyclic polymers of aldehydes,3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291260,Paraformaldehyde,3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291300,"Halogenated, sulphonated, nitrated or nitrosated derivatives of products of heading 29.12.",3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291411,Acetone,3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291412,Butanone (methyl ethyl ketone),3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291413,4-Methylpentan-2-one (methyl isobutyl ketone),3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291419,Other,3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291421,Camphor,3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291422,Cyclohexanone and methylcyclohexanones,3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291423,Ionones and methylionones,3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291429,Other,3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291431,Phenylacetone (phenylpropan2one),3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291439,Other,3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291440,Ketonealcohols and ketonealdehydes,3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291450,Ketone-phenols and ketones with other oxygen function,3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291461,Anthraquinone,3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291469,Other,3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291470,"Halogenated, sulphonated, nitrated or nitrosated derivatives",3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291511,Formic acid,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291512,Salts of formic acid,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291513,Esters of formic acid,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291521,Acetic acid,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291522,Sodium acetate,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291523,Cobalt acetates,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291524,Acetic anhydride,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291529,Other,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291531,Ethyl acetate,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291532,Vinyl acetate,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291533,n-Butyl acetate,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291534,Isobutyl acetate,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291535,2-Ethoxyethyl acetate,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291539,Other,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291540,"Mono-, di- or trichloroacetic acids, their salts and esters",3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291550,"Propionic acid, its salts and esters",3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291560,"Butanoic acids, pentanoic acids, their salts and esters",3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291570,"Palmitic acid, stearic acid, their salts and esters",3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291590,Other,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291611,Acrylic acid and its salts,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291612,Esters of acrylic acid,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291613,Methacrylic acid and its salts,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291614,Esters of methacrylic acid,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291615,"Oleic, linoleic or linolenic acids, their salts and esters",3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291619,Other,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291620,"Cyclanic, cyclenic or cycloterpenic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their derivatives",3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291631,"Benzoic acid, its salts and esters",3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291632,Benzoyl peroxide and benzoyl chloride,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291634,Phenylacetic acid and its salts,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291635,Esters of phenylacetic acid,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291639,Other,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291711,"Oxalic acid, its salts and esters",3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291712,"Adipic acid, its salts and esters",3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291713,"Azelaic acid, sebacic acid, their salts and esters",3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291714,Maleic anhydride,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291719,Other,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291720,"Cyclanic, cyclenic or cycloterpenic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their derivatives",3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291731,Dibutyl orthophthalates,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291732,Dioctyl orthophthalates,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291733,Dinonyl or didecyl orthophthalates,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291734,Other esters of orthophthalic acid,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291735,Phthalic anhydride,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291736,Terephthalic acid and its salts,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291737,Dimethyl terephthalate,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291739,Other,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291811,"Lactic acid, its salts and esters",3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291812,Tartaric acid,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291813,Salts and esters of tartaric acid,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291814,Citric acid,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291815,Salts and esters of citric acid,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291816,"Gluconic acid, its salts and esters",3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291819,Other,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291821,Salicylic acid and its salts,3521,Salicylic acid and its salts and esters
291822,"O-Acetylsalicylic acid, its salts and esters",3521,Salicylic acid and its salts and esters
291823,Other esters of salicylic acid and their salts,3521,Salicylic acid and its salts and esters
291829,Other,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291830,"Carboxylic acids with aldehyde or ketone function but without other oxygen function, their anhydrides, halides, peroxides, peroxyacids and their derivatives",3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291890,Other,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291900,"Phosphoric esters and their salts, including lactophosphates; their halogenated, sulphonated, nitrated or nitrosated derivatives.",3418,Phosphoric esters and their salts or esters of other inorganic acids
292010,"Thiophosphoric esters (phosphorothioates) and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives",3418,Phosphoric esters and their salts or esters of other inorganic acids
292090,Other,3418,Phosphoric esters and their salts or esters of other inorganic acids
292111,"Methylamine, di- or trimethylamine and their salts",3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292112,Diethylamine and its salts,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292119,Other,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292121,Ethylenediamine and its salts,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292122,Hexamethylenediamine and its salts,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292129,Other,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292130,"Cyclanic, cyclenic or cycloterpenic mono or polyamines, and their derivatives; salts thereof",3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292141,Aniline and its salts,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292142,Aniline derivatives and their salts,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292143,Toluidines and their derivatives; salts thereof,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292144,Diphenylamine and its derivatives; salts thereof,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292145,"1-Naphthylamine (alpha-naphthylamine), 2-naphthylamine (beta-naphthylamine) and their derivatives; salts thereof",3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292146,"Amfetamine (INN), benzfetamine (INN), dexamfetamine (INN), etilamfetamine (INN), fencamfamin (INN), lefetamine (INN), levamfetamine (INN), mefenorex (INN) and phentermine (INN); salts thereof",3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292149,Other,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292151,"o-, m-, p-Phenylenediamine, diaminotoluenes, and their derivatives; salts thereof",3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292159,Other,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292211,Monoethanolamine and its salts,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292212,Diethanolamine and its salts,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292213,Triethanolamine and its salts,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292214,Dextropropoxyphene (INN) and its salts,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292219,Other,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292221,Aminohydroxynaphthalenesulphonic acids and their salts,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292222,"Anisidines, dianisidines, phenetidines, and their salts",3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292229,Other,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292231,"Amfepramone (INN), methadone (INN) and normethadone (INN); salts thereof",3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292239,Other,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292241,Lysine and its esters; salts thereof,3522,Lysine and its esters and salts thereof; glutamic acid and its salts;
292242,Glutamic acid and its salts,3522,Lysine and its esters and salts thereof; glutamic acid and its salts;
292243,Anthranilic acid and its salts,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292244,Tilidine (INN) and its salts,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292249,Other,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292250,"Amino-alcohol-phenols, amino-acid-phenols and other aminocompounds with oxygen function",3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292310,Choline and its salts,3522,Lysine and its esters and salts thereof; glutamic acid and its salts;
292320,Lecithins and other phosphoaminolipids,3522,Lysine and its esters and salts thereof; glutamic acid and its salts;
292390,Other,3522,Lysine and its esters and salts thereof; glutamic acid and its salts;
292411,Meprobamate (INN),3522,Lysine and its esters and salts thereof; glutamic acid and its salts;
292419,Other,3522,Lysine and its esters and salts thereof; glutamic acid and its salts;
292421,Ureines and their derivatives; salts thereof,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292423,2Acetamidobenzoic acid (Nacetylanthranilic acid) and its salts,3522,Lysine and its esters and salts thereof; glutamic acid and its salts;
292424,Ethinamate (INN),3522,Lysine and its esters and salts thereof; glutamic acid and its salts;
292429,Other,3522,Lysine and its esters and salts thereof; glutamic acid and its salts;
292511,Saccharin and its salts,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292512,Glutethimide (INN),3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292519,Other,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292520,Imines and their derivatives; salts thereof,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292610,Acrylonitrile,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292620,1-Cyanoguanidine (dicyandiamide),3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292630,"Fenproporex (INN) and its salts; methadone (INN) intermediate (4cyano2dimethylamino4,4diphenylbutane)",3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292690,Other,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292700,"Diazo, azo or azoxycompounds.",3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292800,Organic derivatives of hydrazine or of hydroxylamine.,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292910,Isocyanates,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292990,Other,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
293010,Dithiocarbonates (xanthates),3416,Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.
293020,Thiocarbamates and dithiocarbamates,3416,Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.
293030,"Thiuram mono, di or tetrasulphides",3416,Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.
293040,Methionine,3416,Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.
293090,Other,3416,Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.
293100,Other organoinorganic compounds.,3416,Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.
293211,Tetrahydrofuran,3416,Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.
293212,2-Furaldehyde (furfuraldehyde),3416,Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.
293213,Furfuryl alcohol and tetrahydrofurfuryl alcohol,3416,Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.
293219,Other,3416,Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.
293221,"Coumarin, methylcoumarins and ethylcoumarins",3416,Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.
293229,Other lactones,3523,"Lactones n.e.c., heterocyclic compounds with nitrogen hetero- atom(s) only, containing an"
293291,Isosafrole,3416,Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.
293292,"1(1,3Benzodioxol5yl)propan2one",3416,Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.
293293,Piperonal,3416,Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.
293294,Safrole,3416,Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.
293295,Tetrahydrocannabinols (all isomers),3416,Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.
293299,Other,3416,Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.
293311,Phenazone (antipyrin) and its derivatives,3523,"Lactones n.e.c., heterocyclic compounds with nitrogen hetero- atom(s) only, containing an"
293319,Other,3523,"Lactones n.e.c., heterocyclic compounds with nitrogen hetero- atom(s) only, containing an"
293321,Hydantoin and its derivatives,3523,"Lactones n.e.c., heterocyclic compounds with nitrogen hetero- atom(s) only, containing an"
293329,Other,3416,Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.
293331,Pyridine and its salts,3416,Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.
293332,Piperidine and its salts,3416,Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.
